Title,Movie Rating,Year,Gross Income,Movie Genre,Movie Runtime,IMDb Rating,Votes
The Bridges of Madison County,PG-13,1995,71.52,"['Drama', ' Romance']",135,7.6,70565.0
The Butterfly Effect,R,2004,57.94,"['Drama', ' Sci-Fi', ' Thriller']",113,7.6,442138.0
The Circus,Passed,1928,0.0,"['Comedy', ' Romance']",72,8.1,0.0
The Color Purple,PG-13,1985,98.47,['Drama'],154,7.8,75851.0
The Conversation,PG,1974,4.42,"['Drama', ' Mystery', ' Thriller']",113,7.8,94693.0
The Count of Monte Cristo,PG-13,2002,54.23,"['Action', ' Adventure', ' Drama']",131,7.8,126184.0
The Crow,R,1994,50.69,"['Action', ' Drama', ' Fantasy']",102,7.6,162765.0
The Curious Case of Benjamin Button,PG-13,2008,127.51,"['Drama', ' Fantasy', ' Romance']",166,7.8,572506.0
The Dark Knight,PG-13,2008,534.86,"['Action', ' Crime', ' Drama']",152,9.0,2225793.0
The Dark Knight Rises,PG-13,2012,448.14,"['Action', ' Adventure']",164,8.4,1471126.0
The Day of the Jackal,PG,1973,16.06,"['Crime', ' Drama', ' Thriller']",143,7.8,36283.0
The Day the Earth Stood Still,G,1951,0.0,"['Drama', ' Sci-Fi']",92,7.7,0.0
The Deer Hunter,R,1978,48.98,"['Drama', ' War']",183,8.1,302232.0
The Departed,R,2006,132.38,"['Crime', ' Drama', ' Thriller']",151,8.5,1151472.0
The Elephant Man,PG,1980,0.0,"['Biography', ' Drama']",124,8.1,0.0
The Exorcist,R,1973,232.91,['Horror'],122,8.0,352235.0
The Fall,R,2006,2.28,"['Adventure', ' Drama', ' Fantasy']",117,7.9,105389.0
The Farewell,PG,2019,16.88,"['Comedy', ' Drama']",100,7.6,42417.0
The Fault in Our Stars,PG-13,2014,124.87,"['Drama', ' Romance']",126,7.7,334402.0
The Fifth Element,PG-13,1997,63.54,"['Action', ' Adventure', ' Sci-Fi']",126,7.7,423643.0
The Fighter,R,2010,93.62,"['Biography', ' Drama', ' Sport']",116,7.8,332303.0
The Florida Project,R,2017,5.9,['Drama'],111,7.6,87930.0
The Fly,R,1986,40.46,"['Drama', ' Horror', ' Sci-Fi']",96,7.6,154382.0
The French Connection,R,1971,15.63,"['Action', ' Crime', ' Drama']",104,7.7,106512.0
The Fugitive,PG-13,1993,183.88,"['Action', ' Crime', ' Drama']",130,7.8,260177.0
The Game,R,1997,48.32,"['Drama', ' Mystery', ' Thriller']",129,7.8,334319.0
The Gentlemen,R,2019,0.0,"['Action', ' Comedy', ' Crime']",113,7.9,0.0
The Girl with the Dragon Tattoo,R,2011,102.52,"['Crime', ' Drama', ' Mystery']",158,7.8,409184.0
The Godfather,R,1972,134.97,"['Crime', ' Drama']",175,9.2,1559700.0
The Godfather: Part II,R,1974,57.3,"['Crime', ' Drama']",202,9.0,1090011.0
The Godfather: Part III,R,1990,66.67,"['Crime', ' Drama']",162,7.6,347915.0
The Goonies,PG,1985,61.5,"['Adventure', ' Comedy', ' Family']",114,7.8,234714.0
The Graduate,PG,1967,104.95,"['Comedy', ' Drama', ' Romance']",106,8.0,248582.0
The Grand Budapest Hotel,R,2014,59.1,"['Adventure', ' Comedy', ' Crime']",99,8.1,682364.0
The Great Dictator,Passed,1940,0.29,"['Comedy', ' Drama', ' War']",125,8.4,195629.0
The Green Mile,R,1999,136.8,"['Crime', ' Drama', ' Fantasy']",189,8.6,1102651.0
The Hangover,R,2009,277.32,['Comedy'],100,7.7,702664.0
The Hateful Eight,R,2015,54.12,"['Crime', ' Drama', ' Mystery']",168,7.8,494225.0
The Help,PG-13,2011,169.71,['Drama'],146,8.1,417002.0
The Hobbit: An Unexpected Journey,PG-13,2012,303.0,"['Adventure', ' Family', ' Fantasy']",169,7.8,743582.0
The Hobbit: The Desolation of Smaug,PG-13,2013,258.37,"['Adventure', ' Fantasy']",161,7.8,588511.0
The Hunt for Red October,PG,1990,122.01,"['Action', ' Adventure', ' Thriller']",135,7.6,173763.0
The Hurricane,R,1999,50.67,"['Biography', ' Drama', ' Sport']",146,7.6,89713.0
The Hurt Locker,R,2008,17.02,"['Drama', ' Thriller', ' War']",131,7.6,412089.0
The Illusionist,PG-13,2006,39.87,"['Drama', ' Fantasy', ' History']",110,7.6,349275.0
The Imitation Game,PG-13,2014,91.13,"['Biography', ' Drama', ' Thriller']",114,8.0,662732.0
The Incredibles,PG,2004,261.44,"['Animation', ' Action', ' Adventure']",115,8.0,639251.0
The Insider,R,1999,28.97,"['Biography', ' Drama', ' Thriller']",157,7.8,156246.0
The Irishman,R,2019,0.0,"['Biography', ' Crime', ' Drama']",209,7.9,0.0
The Iron Giant,PG,1999,23.16,"['Animation', ' Action', ' Adventure']",86,8.0,167161.0
The Jungle Book,G,1967,141.84,"['Animation', ' Adventure', ' Family']",78,7.6,161375.0
The Killing Fields,R,1984,34.7,"['Biography', ' Drama', ' History']",141,7.8,50069.0
The King of Comedy,PG,1982,2.5,"['Comedy', ' Crime', ' Drama']",109,7.8,82969.0
The King's Speech,R,2010,138.8,"['Biography', ' Drama', ' History']",118,8.0,625124.0
The Last Emperor,PG-13,1987,43.98,"['Biography', ' Drama', ' History']",163,7.7,91113.0
The Last King of Scotland,R,2006,17.61,"['Biography', ' Drama', ' History']",123,7.7,172096.0
The Last Picture Show,R,1971,29.13,"['Drama', ' Romance']",118,8.0,40847.0
The Last Samurai,R,2003,111.11,"['Action', ' Drama', ' War']",154,7.7,389447.0
The Last of the Mohicans,R,1992,75.51,"['Action', ' Adventure', ' Drama']",112,7.7,144617.0
The Lego Movie,PG,2014,257.76,"['Animation', ' Action', ' Adventure']",100,7.7,317974.0
The Lighthouse,R,2019,0.43,"['Drama', ' Fantasy', ' Horror']",109,7.6,112488.0
The Lion King,G,1994,422.78,"['Animation', ' Adventure', ' Drama']",88,8.5,910766.0
The Lion in Winter,PG,1968,22.28,"['Biography', ' Drama', ' History']",134,7.9,28279.0
The Little Mermaid,G,1989,111.54,"['Animation', ' Family', ' Fantasy']",83,7.6,230070.0
The Longest Day,G,1962,39.1,"['Action', ' Drama', ' History']",178,7.8,51200.0
The Lord of the Rings: The Fellowship of the Ring,PG-13,2001,315.54,"['Action', ' Adventure', ' Drama']",178,8.8,1610060.0
The Lord of the Rings: The Return of the King,PG-13,2003,377.85,"['Adventure', ' Drama', ' Fantasy']",201,8.9,1594718.0
The Lord of the Rings: The Two Towers,PG-13,2002,342.55,"['Adventure', ' Drama', ' Fantasy']",179,8.7,1440983.0
The Lunchbox,PG,2013,4.23,"['Drama', ' Romance']",104,7.8,48219.0
The Machinist,R,2004,1.08,"['Drama', ' Thriller']",101,7.7,348827.0
The Magdalene Sisters,R,2002,4.89,['Drama'],114,7.7,25504.0
The Man Who Would Be King,PG,1975,0.0,"['Adventure', ' History', ' War']",129,7.8,0.0
The Manchurian Candidate,PG-13,1962,0.0,"['Drama', ' Thriller']",126,7.9,0.0
The Martian,PG-13,2015,228.43,"['Adventure', ' Drama', ' Sci-Fi']",144,8.0,735377.0
The Matrix,R,1999,171.48,"['Action', ' Sci-Fi']",136,8.7,1620748.0
The Message,PG,1976,0.0,"['Biography', ' Drama', ' History']",177,8.2,0.0
The Muppet Christmas Carol,G,1992,27.28,"['Comedy', ' Drama', ' Family']",85,7.7,46180.0
The Muppet Movie,G,1979,76.66,"['Adventure', ' Comedy', ' Family']",95,7.6,31610.0
The Naked Gun: From the Files of Police Squad!,PG-13,1988,78.76,"['Comedy', ' Crime']",85,7.6,146758.0
The Nightmare Before Christmas,PG,1993,75.08,"['Animation', ' Family', ' Fantasy']",76,8.0,283797.0
The Notebook,PG-13,2004,81.0,"['Drama', ' Romance']",123,7.8,504172.0
The Odd Couple,G,1968,44.53,['Comedy'],105,7.7,30652.0
The Others,PG-13,2001,96.52,"['Horror', ' Mystery', ' Thriller']",104,7.6,328776.0
The Outlaw Josey Wales,PG,1976,31.8,['Western'],135,7.8,63650.0
The Peanut Butter Falcon,PG-13,2019,13.12,"['Comedy', ' Drama']",97,7.6,43220.0
The Perks of Being a Wallflower,PG-13,2012,17.74,"['Drama', ' Romance']",103,8.0,448425.0
The Pianist,R,2002,32.57,"['Biography', ' Drama', ' Music']",150,8.5,702042.0
The Prestige,PG-13,2006,53.09,"['Drama', ' Mystery', ' Sci-Fi']",130,8.5,1145309.0
The Princess Bride,PG,1987,30.86,"['Adventure', ' Family', ' Fantasy']",98,8.1,382377.0
The Purple Rose of Cairo,PG,1985,10.63,"['Comedy', ' Fantasy', ' Romance']",82,7.7,45810.0
The Pursuit of Happyness,PG-13,2006,163.57,"['Biography', ' Drama']",117,8.0,434026.0
The Remains of the Day,PG,1993,22.95,"['Drama', ' Romance']",134,7.8,63436.0
The Revenant,R,2015,183.64,"['Action', ' Adventure', ' Drama']",156,8.0,679325.0
The Right Stuff,PG,1983,21.5,"['Adventure', ' Biography', ' Drama']",193,7.8,54674.0
The Royal Tenenbaums,R,2001,52.36,"['Comedy', ' Drama']",110,7.6,259514.0
The Sandlot,PG,1993,32.42,"['Comedy', ' Drama', ' Family']",101,7.8,76459.0
The Secret of NIMH,G,1982,10.14,"['Animation', ' Adventure', ' Drama']",82,7.6,35214.0
The Shawshank Redemption,R,1994,28.34,['Drama'],142,9.3,2260466.0
The Shining,R,1980,44.02,"['Drama', ' Horror']",146,8.4,861013.0
The Silence of the Lambs,R,1991,130.74,"['Crime', ' Drama', ' Thriller']",118,8.6,1224311.0
The Sixth Sense,PG-13,1999,293.51,"['Drama', ' Mystery', ' Thriller']",107,8.1,889342.0
The Social Network,PG-13,2010,96.96,"['Biography', ' Drama']",120,7.7,604643.0
The Sound of Music,G,1965,163.21,"['Biography', ' Drama', ' Family']",172,8.0,197351.0
The Station Agent,R,2003,5.74,"['Comedy', ' Drama']",89,7.6,66358.0
The Sting,PG,1973,159.6,"['Comedy', ' Crime', ' Drama']",129,8.3,234712.0
The Straight Story,G,1999,6.2,"['Biography', ' Drama']",112,8.0,79415.0
The Taking of Pelham One Two Three,R,1974,0.0,"['Action', ' Crime', ' Thriller']",104,7.7,0.0
The Ten Commandments,G,1956,93.74,"['Adventure', ' Drama']",220,7.8,62001.0
The Terminator,R,1984,38.4,"['Action', ' Sci-Fi']",107,8.0,779473.0
The Theory of Everything,PG-13,2014,35.89,"['Biography', ' Drama', ' Romance']",123,7.7,387629.0
The Thin Red Line,R,1998,36.4,"['Drama', ' War']",170,7.6,168333.0
The Thing,R,1982,13.78,"['Horror', ' Mystery', ' Sci-Fi']",109,8.1,357045.0
The Truman Show,PG,1998,125.62,"['Comedy', ' Drama', ' Sci-Fi']",103,8.1,901951.0
The Untouchables,R,1987,76.27,"['Crime', ' Drama', ' Thriller']",119,7.9,271046.0
The Usual Suspects,R,1995,23.34,"['Crime', ' Mystery', ' Thriller']",106,8.5,962314.0
The Verdict,R,1982,54.0,['Drama'],129,7.7,34630.0
The Visitor,PG-13,2007,9.42,['Drama'],104,7.6,41044.0
The Warriors,R,1979,22.49,"['Action', ' Crime', ' Thriller']",92,7.6,91073.0
The Wild Bunch,R,1969,12.06,"['Action', ' Adventure', ' Western']",135,7.9,75653.0
The Wizard of Oz,PG,1939,2.08,"['Adventure', ' Family', ' Fantasy']",102,8.0,365040.0
The Wolf of Wall Street,R,2013,116.9,"['Biography', ' Crime', ' Drama']",180,8.2,1129420.0
The World's Fastest Indian,PG-13,2005,5.13,"['Biography', ' Drama', ' Sport']",127,7.8,50974.0
The Wrestler,R,2008,26.24,"['Drama', ' Sport']",109,7.9,285343.0
There Will Be Blood,R,2007,40.22,['Drama'],158,8.2,498643.0
This Is Spinal Tap,R,1984,0.19,"['Comedy', ' Music']",82,7.9,125932.0
Thor: Ragnarok,PG-13,2017,315.06,"['Action', ' Adventure', ' Comedy']",130,7.9,558179.0
"Three Billboards Outside Ebbing, Missouri",R,2017,54.51,"['Comedy', ' Crime', ' Drama']",115,8.2,404862.0
Titanic,PG-13,1997,659.33,"['Drama', ' Romance']",194,7.8,1017701.0
All About My Mother,R,1999,8.26,['Drama'],101,7.8,86422.0
Togo,PG,2019,0.0,"['Adventure', ' Biography', ' Drama']",113,8.0,0.0
Tombstone,R,1993,56.51,"['Action', ' Biography', ' Drama']",130,7.8,122138.0
My Neighbor Totoro,G,1988,1.11,"['Animation', ' Family', ' Fantasy']",86,8.2,274188.0
Touch of Evil,PG-13,1958,2.24,"['Crime', ' Drama', ' Film-Noir']",95,8.0,96387.0
Toy Story,G,1995,191.8,"['Animation', ' Adventure', ' Comedy']",81,8.3,858756.0
Toy Story 2,G,1999,245.85,"['Animation', ' Adventure', ' Comedy']",92,7.9,511533.0
Toy Story 3,G,2010,415.0,"['Animation', ' Adventure', ' Comedy']",103,8.3,735352.0
Toy Story 4,G,2019,434.04,"['Animation', ' Adventure', ' Comedy']",100,7.8,184826.0
Traffic,R,2000,124.12,"['Crime', ' Drama', ' Thriller']",147,7.6,192328.0
Training Day,R,2001,76.63,"['Crime', ' Drama', ' Thriller']",122,7.7,378687.0
Trainspotting,R,1996,16.5,['Drama'],93,8.1,620334.0
Three Colors: White,R,1994,1.46,"['Comedy', ' Drama', ' Romance']",92,7.6,61152.0
Three Colors: Blue,R,1993,1.32,"['Drama', ' Music', ' Mystery']",94,7.9,85478.0
Three Colors: Red,R,1994,4.04,"['Drama', ' Mystery', ' Romance']",99,8.1,86802.0
Elite Squad,R,2007,0.01,"['Action', ' Crime', ' Drama']",115,8.1,96045.0
True Grit,PG-13,2010,171.24,"['Drama', ' Western']",110,7.6,302698.0
True Romance,R,1993,12.28,"['Crime', ' Drama', ' Romance']",119,7.9,200972.0
12 Monkeys,R,1995,57.14,"['Mystery', ' Sci-Fi', ' Thriller']",129,8.0,565674.0
Tokyo Godfathers,PG-13,2003,0.13,"['Animation', ' Adventure', ' Comedy']",92,7.8,29405.0
A Very Long Engagement,R,2004,6.17,"['Drama', ' Mystery', ' Romance']",133,7.6,70001.0
A Prophet,R,2009,2.08,"['Crime', ' Drama']",155,7.9,91639.0
Land of Mine,R,2015,0.44,"['Drama', ' History', ' War']",100,7.8,33241.0
Unforgiven,R,1992,101.16,"['Drama', ' Western']",130,8.2,364380.0
Up,PG,2009,293.0,"['Animation', ' Adventure', ' Comedy']",96,8.2,905554.0
V for Vendetta,R,2005,70.51,"['Action', ' Drama', ' Sci-Fi']",132,8.2,1003457.0
Vampire Hunter D: Bloodlust,R,2000,0.15,"['Animation', ' Action', ' Fantasy']",103,7.7,28358.0
Vertigo,PG,1958,3.2,"['Mystery', ' Romance', ' Thriller']",128,8.3,348831.0
Cries & Whispers,R,1972,1.74,['Drama'],91,8.1,28784.0
Volver,R,2006,12.9,"['Comedy', ' Drama']",121,7.6,92624.0
WALL·E,G,2008,223.81,"['Animation', ' Adventure', ' Family']",98,8.4,968480.0
Waking Life,R,2001,2.89,"['Animation', ' Drama', ' Fantasy']",99,7.8,59596.0
Walk the Line,PG-13,2005,119.52,"['Biography', ' Drama', ' Music']",136,7.8,228083.0
Warrior,PG-13,2011,13.66,"['Action', ' Drama', ' Sport']",140,8.2,425012.0
Watchmen,R,2009,107.51,"['Action', ' Drama', ' Mystery']",162,7.6,487981.0
Watership Down,PG,1978,0.0,"['Animation', ' Adventure', ' Drama']",91,7.6,0.0
What We Do in the Shadows,R,2014,3.33,"['Comedy', ' Horror']",86,7.7,148279.0
What's Eating Gilbert Grape,PG-13,1993,9.17,['Drama'],118,7.8,208885.0
When Harry Met Sally...,R,1989,92.82,"['Comedy', ' Drama', ' Romance']",95,7.6,189167.0
Whiplash,R,2014,13.09,"['Drama', ' Music']",106,8.5,683785.0
Who Framed Roger Rabbit,PG,1988,156.45,"['Animation', ' Adventure', ' Comedy']",104,7.7,177436.0
Willy Wonka & the Chocolate Factory,G,1971,4.0,"['Family', ' Fantasy', ' Musical']",100,7.8,172693.0
Wind River,R,2017,33.8,"['Crime', ' Drama', ' Mystery']",107,7.7,193248.0
Withnail & I,R,1987,1.54,"['Comedy', ' Drama']",107,7.7,39105.0
"Crouching Tiger, Hidden Dragon",PG-13,2000,128.08,"['Action', ' Adventure', ' Fantasy']",120,7.8,248557.0
Wonder,PG,2017,132.42,"['Drama', ' Family']",113,8.0,131473.0
Wreck-It Ralph,PG,2012,189.42,"['Animation', ' Adventure', ' Comedy']",101,7.7,369251.0
X-Men: Days of Future Past,PG-13,2014,233.92,"['Action', ' Adventure', ' Sci-Fi']",132,8.0,647488.0
X: First Class,PG-13,2011,146.41,"['Action', ' Adventure', ' Sci-Fi']",131,7.7,634359.0
Y Tu Mamá También,R,2001,13.62,['Drama'],106,7.6,112954.0
Ying xiong,PG-13,2002,53.71,"['Action', ' Adventure', ' History']",120,7.9,171409.0
Ip Man,R,2008,0.0,"['Action', ' Biography', ' Drama']",106,8.0,0.0
Young Frankenstein,PG,1974,86.3,['Comedy'],106,8.0,139631.0
Zelig,PG,1983,11.8,['Comedy'],79,7.7,38975.0
The Mirror,G,1975,0.18,"['Biography', ' Drama']",107,8.1,37550.0
Cold War,R,2018,4.57,"['Drama', ' History', ' Music']",89,7.6,44913.0
Zodiac,R,2007,33.08,"['Crime', ' Drama', ' Mystery']",157,7.7,437580.0
Zombieland,R,2009,75.59,"['Adventure', ' Comedy', ' Fantasy']",88,7.6,507644.0
Zootopia,PG,2016,341.27,"['Animation', ' Adventure', ' Comedy']",108,8.0,417527.0
Black Book,R,2006,4.4,"['Drama', ' Thriller', ' War']",145,7.7,71228.0
