Title,Movie Rating,Year,Gross Income in millions (USD),Movie Genre,Movie Runtime,IMDb Rating,Votes,Budget in millions (USD),Profit percent
Apocalypto,R,2006,50.87,"Action,Adventure,Drama",139,7.8,284678.0,40.0,27.174999999999994
Apollo 13,PG,1995,173.84,"Adventure,Drama,History",140,7.6,260838.0,65.0,167.44615384615383
Apollo 13,PG,1995,22.810000000000002,Documentary,49,8.1,48903.0,65.0,-100.0
Apollo 18,PG-13,2011,17.69,"Horror,Mystery,Sci-Fi",86,5.2,53046.0,5.0,253.8
Appaloosa,R,2008,20.21,"Action,Crime,Drama",115,6.7,57504.0,20.0,1.0500000000000043
Aqua Teen Hunger Force Colon Movie Film for Theaters,R,2007,5.52,"Animation,Action,Adventure",86,6.7,13185.0,0.75,636.0
Aquaman,PG-13,2018,335.06,"Action,Adventure,Fantasy",143,7.0,342864.0,160.0,109.4125
Aquamarine,PG,2006,18.6,"Comedy,Family,Fantasy",110,5.3,37136.0,12.0,55.000000000000014
Arachnophobia,PG-13,1990,53.21,"Comedy,Fantasy,Horror",109,6.4,61555.0,31.0,71.64516129032258
Arbitrage,R,2012,7.92,"Drama,Thriller",107,6.6,48868.0,12.0,-34.0
Arctic Dogs,PG,2019,22.810000000000002,"Animation,Adventure,Comedy",92,4.6,48903.0,50.0,-100.0
Are We There Yet?,PG,2005,82.67,"Adventure,Comedy,Family",95,4.7,28674.0,20.0,313.35
Area 51,R,2015,22.810000000000002,"Horror,Mystery,Sci-Fi",91,4.2,48903.0,5.0,-100.0
Argo,R,2012,136.03,"Biography,Drama,Thriller",120,7.7,560799.0,44.5,205.68539325842696
Arlington Road,R,1999,24.36,"Crime,Drama,Thriller",117,7.2,79680.0,21.5,13.302325581395348
Armageddon,PG-13,1998,201.57,"Action,Adventure,Sci-Fi",151,6.7,388288.0,140.0,43.97857142857142
Armored,PG-13,2009,15.99,"Action,Crime,Thriller",88,5.7,29384.0,20.0,-20.049999999999997
Army of Darkness,R,1992,11.5,"Comedy,Horror",81,7.5,159117.0,11.0,4.545454545454546
Arnolds Park,PG-13,2007,0.02,"Mystery,Thriller",103,4.4,100.0,0.6,-96.66666666666667
Around the World in 80 Days,G,1999,22.810000000000002,Animation,181,6.7,48903.0,110.0,-100.0
Around the World in 80 Days,G,1999,22.810000000000002,Animation,181,6.7,48903.0,6.0,-100.0
Around the World in 80 Days,PG,2004,24.01,"Action,Adventure,Comedy",120,5.9,82932.0,110.0,-78.17272727272727
Around the World in 80 Days,PG,2004,24.01,"Action,Adventure,Comedy",120,5.9,82932.0,6.0,300.1666666666667
Arrival,PG-13,2016,100.55,"Drama,Mystery,Sci-Fi",116,7.9,570674.0,47.0,113.93617021276594
Arthur,PG-13,2011,33.04,"Comedy,Romance",110,5.7,50234.0,40.0,-17.400000000000002
Arthur Christmas,PG,2011,46.46,"Animation,Adventure,Comedy",97,7.1,48852.0,85.0,-45.34117647058824
"As Above, So Below",R,2014,21.2,"Horror,Mystery,Thriller",93,6.2,73213.0,5.0,324.0
Assassins,R,1995,30.31,"Action,Crime,Thriller",132,6.3,76058.0,50.0,-39.38
Astro Boy,PG,2009,19.55,"Animation,Action,Comedy",94,6.3,32324.0,65.0,-69.92307692307693
At First Sight,PG-13,1999,22.37,"Drama,Romance",128,6.0,12798.0,40.0,-44.074999999999996
Atlantis: The Lost Empire,PG,2001,84.05,"Animation,Action,Adventure",95,6.9,100573.0,90.0,-6.611111111111115
Atlas Shrugged: Who Is John Galt?,PG-13,2014,0.85,"Drama,Mystery,Sci-Fi",99,4.3,2915.0,5.0,-83.0
Atomic Blonde,R,2017,51.69,"Action,Thriller",115,6.7,169046.0,30.0,72.3
Atonement,R,2007,50.93,"Drama,Mystery,Romance",123,7.8,241960.0,30.0,69.76666666666667
August,PG,1996,22.810000000000002,"Comedy,Drama,Romance",94,6.0,48903.0,3.4,-100.0
August,R,2008,0.01,Drama,88,5.3,4005.0,3.4,-99.70588235294117
August,G,2011,22.810000000000002,Short,7,8.2,48903.0,3.4,-100.0
August Rush,PG,2007,31.66,"Drama,Music",114,7.5,102053.0,25.0,26.640000000000004
August: Osage County,R,2013,37.74,"Comedy,Drama",121,7.2,82979.0,25.0,50.96000000000001
Austin Powers in Goldmember,PG-13,2002,213.31,"Action,Adventure,Comedy",94,6.2,191946.0,63.0,238.5873015873016
Austin Powers: International Man of Mystery,PG-13,1997,53.88,"Adventure,Comedy",89,7.0,216788.0,18.0,199.33333333333334
Austin Powers: The Spy Who Shagged Me,PG-13,1999,206.04,"Action,Adventure,Comedy",95,6.6,212657.0,35.0,488.6857142857143
Australia,PG-13,2008,49.55,"Adventure,Comedy,Drama",165,6.6,117590.0,130.0,-61.88461538461538
Auto Focus,R,2002,2.06,"Biography,Crime,Drama",105,6.6,13021.0,7.0,-70.57142857142857
Autumn in New York,PG-13,2000,37.75,"Drama,Romance",103,5.7,24400.0,40.0,-5.625
Avatar,PG-13,2009,760.51,"Action,Adventure,Fantasy",162,7.8,1096913.0,425.0,78.9435294117647
Avengers: Age of Ultron,PG-13,2015,459.01,"Action,Adventure,Sci-Fi",141,7.3,718378.0,330.6,38.84150030248033
Avengers: Infinity War,PG-13,2018,678.82,"Action,Adventure,Sci-Fi",149,8.4,786984.0,300.0,126.27333333333335
Awake,R,2007,14.38,"Crime,Drama,Mystery",84,6.5,71650.0,8.6,67.2093023255814
Away We Go,R,2009,9.45,"Comedy,Drama,Romance",98,7.0,51136.0,21.0,-55.00000000000001
Babe,G,1995,66.6,"Comedy,Drama,Family",91,6.8,114483.0,30.0,121.99999999999997
Babel,R,2006,34.3,Drama,143,7.4,284155.0,20.0,71.49999999999999
Baby Boy,R,2001,28.73,"Crime,Drama,Romance",130,6.4,12560.0,16.0,79.5625
Baby Driver,R,2017,107.83,"Action,Crime,Drama",113,7.6,417244.0,34.0,217.1470588235294
Baby Mama,PG-13,2008,60.27,"Comedy,Romance",99,6.0,41443.0,30.0,100.9
Baby's Day Out,PG,1994,16.67,"Adventure,Comedy,Crime",99,6.1,44319.0,50.0,-66.66
Bachelorette,R,2012,0.45,"Comedy,Romance",87,5.3,44592.0,3.0,-85.0
Back to the Future Part III,PG,1990,87.73,"Adventure,Comedy,Sci-Fi",118,7.4,390565.0,40.0,119.32500000000002
Bad Boys,R,1995,65.81,"Action,Comedy,Crime",119,6.9,233675.0,23.0,186.13043478260872
Bad Boys II,R,2003,138.61,"Action,Comedy,Crime",147,6.6,226224.0,130.0,6.623076923076933
Bad Company,R,1995,3.7,"Crime,Drama,Thriller",108,5.4,2646.0,70.0,-94.71428571428571
Bad Company,PG-13,2002,30.16,"Action,Comedy,Thriller",116,5.6,44239.0,70.0,-56.91428571428572
Jackass Presents: Bad Grandpa,R,2013,102.0,Comedy,92,6.5,88136.0,15.0,580.0
Bad Moms,R,2016,113.26,Comedy,100,6.2,110260.0,20.0,466.3
Bad Santa,R,2003,60.06,"Comedy,Crime,Drama",92,7.0,131503.0,18.0,233.66666666666669
Bad Teacher,R,2011,100.29,"Comedy,Romance",92,5.6,189160.0,19.0,427.8421052631579
Bad Times at the El Royale,R,2018,17.84,"Crime,Drama,Mystery",141,7.1,121556.0,32.0,-44.25
Bad Words,R,2013,7.76,"Comedy,Drama",89,6.6,45722.0,10.0,-22.400000000000002
Baggage Claim,PG-13,2013,21.56,"Comedy,Romance",96,5.1,8622.0,8.5,153.6470588235294
Baghead,R,2008,0.14,"Comedy,Drama,Horror",84,6.0,4200.0,0.2,-30.0
Bait,R,2000,15.33,"Action,Comedy,Crime",119,5.8,10373.0,35.0,-56.2
Bamboozled,R,2000,2.19,"Comedy,Drama,Music",135,6.5,10163.0,10.0,-78.10000000000001
Bandidas,PG-13,2006,22.810000000000002,"Action,Comedy,Crime",93,5.7,48903.0,35.0,-100.0
Bandits,PG-13,2001,41.58,"Comedy,Crime,Drama",123,6.5,64443.0,75.0,-44.56
Bandslam,PG,2009,5.21,"Comedy,Drama,Family",111,6.3,13602.0,20.0,-73.94999999999999
Bang,R,1996,22.810000000000002,Action,85,4.1,48903.0,0.01,-100.0
Bangkok Dangerous,R,2008,15.28,"Action,Crime,Thriller",99,5.4,54405.0,45.0,-66.04444444444444
Banshee Chapter,R,2013,22.810000000000002,"Horror,Mystery,Sci-Fi",87,5.5,48903.0,0.95,-100.0
Barbershop,PG-13,2002,75.78,"Comedy,Drama",102,6.3,28897.0,12.0,531.5
Barbershop 2: Back in Business,PG-13,2004,65.11,"Comedy,Drama",106,5.7,13984.0,18.0,261.72222222222223
Barbershop: The Next Cut,PG-13,2016,54.03,"Comedy,Drama",111,5.9,14016.0,20.0,170.15
Barry Munday,R,2010,22.810000000000002,"Comedy,Drama,Romance",95,5.9,48903.0,3.0,-100.0
Basic,R,2003,26.54,"Action,Crime,Drama",98,6.5,58233.0,50.0,-46.92
Basic Instinct 2,R,2006,5.97,"Drama,Mystery,Thriller",114,4.3,36681.0,70.0,-91.47142857142858
Basquiat,R,1996,2.96,"Biography,Drama",107,6.9,19131.0,3.0,-1.3333333333333344
Batman Begins,PG-13,2005,206.85,"Action,Adventure",140,8.2,1270356.0,150.0,37.89999999999999
Batman Forever,PG-13,1995,184.03,"Action,Adventure",121,5.4,230535.0,100.0,84.03
Batman Returns,PG-13,1992,162.83,"Action,Crime,Fantasy",126,7.0,267442.0,80.0,103.53750000000002
Batman v Superman: Dawn of Justice,PG-13,2016,330.36,"Action,Adventure,Sci-Fi",152,6.4,608790.0,250.0,32.144000000000005
"Batman: The Dark Knight Returns, Part 2",PG-13,2013,22.810000000000002,"Animation,Action,Adventure",76,8.4,48903.0,3.5,-100.0
Battle of the Sexes,PG-13,2017,12.64,"Biography,Comedy,Drama",121,6.7,48072.0,25.0,-49.44
Battle of the Year,PG-13,2013,8.89,"Drama,Music",110,5.0,8971.0,20.0,-55.55
Battleship,PG-13,2012,65.42,"Action,Adventure,Sci-Fi",131,5.8,232692.0,220.0,-70.26363636363637
Baywatch,R,2017,58.06,"Action,Comedy,Crime",116,5.5,154780.0,60.0,-3.23333333333333
Be Cool,PG-13,2005,56.05,"Comedy,Crime,Drama",118,5.6,66436.0,75.0,-25.26666666666667
Be Kind Rewind,PG-13,2008,11.17,Comedy,102,6.4,87704.0,20.0,-44.15
Beastly,PG-13,2011,27.87,"Drama,Fantasy,Romance",86,5.6,74624.0,17.0,63.941176470588246
Beastmaster 2: Through the Portal of Time,PG-13,1991,0.87,"Action,Adventure,Fantasy",107,4.1,2891.0,6.0,-85.5
Beasts of the Southern Wild,PG-13,2012,12.8,"Adventure,Drama,Fantasy",93,7.3,79632.0,1.8,611.1111111111111
Beautiful,PG-13,2000,3.06,"Comedy,Drama",112,5.6,3618.0,9.0,-65.99999999999999
Beautiful Boy,R,2018,7.65,"Biography,Drama",120,7.3,47108.0,25.0,-69.4
Beautiful Boy,R,2010,0.08,Drama,100,6.6,6255.0,25.0,-99.68
Beautiful Creatures,PG-13,2013,19.45,"Drama,Fantasy,Romance",124,6.1,82688.0,50.0,-61.1
Beauty Shop,PG-13,2005,36.35,Comedy,105,5.5,15964.0,25.0,45.400000000000006
Beauty and the Beast,G,1991,218.97,"Animation,Family,Fantasy",84,8.0,408938.0,160.0,36.85625
Beauty and the Beast,G,1991,218.97,"Animation,Family,Fantasy",84,8.0,408938.0,20.0,994.8499999999999
Beauty and the Beast,G,1992,22.810000000000002,"Animation,Adventure,Drama",49,5.3,48903.0,160.0,-100.0
Beauty and the Beast,G,1992,22.810000000000002,"Animation,Adventure,Drama",49,5.3,48903.0,20.0,-100.0
Beauty and the Beast,PG,2017,504.01,"Family,Fantasy,Musical",129,7.1,261790.0,160.0,215.00624999999997
Beauty and the Beast,PG,2017,504.01,"Family,Fantasy,Musical",129,7.1,261790.0,20.0,2420.0499999999997
Beavis and Butt-Head Do America,PG-13,1996,63.07,"Animation,Adventure,Comedy",81,6.8,50508.0,12.0,425.5833333333333
Because I Said So,PG-13,2007,42.67,"Comedy,Romance",102,5.7,36798.0,39.0,9.410256410256416
Because of Winn-Dixie,PG,2005,32.65,"Comedy,Drama,Family",106,6.3,10231.0,15.0,117.66666666666666
Bedazzled,PG-13,2000,37.88,"Comedy,Fantasy",93,6.0,94845.0,48.0,-21.08333333333333
Bedtime Stories,PG,2008,110.1,"Comedy,Family,Fantasy",99,6.0,86424.0,80.0,37.62499999999999
Bee Movie,PG,2007,126.63,"Animation,Adventure,Comedy",91,6.1,137346.0,150.0,-15.580000000000002
Beerfest,R,2006,19.19,Comedy,110,6.3,63041.0,17.5,9.657142857142864
Before I Fall,PG-13,2017,12.23,"Drama,Fantasy,Mystery",98,6.4,44091.0,5.0,144.60000000000002
Before I Go to Sleep,R,2014,2.96,"Drama,Horror,Mystery",92,6.3,69425.0,22.0,-86.54545454545453
Before Midnight,R,2013,8.11,"Drama,Romance",109,7.9,135100.0,3.0,170.33333333333331
Before Sunrise,R,1995,5.54,"Drama,Romance",101,8.1,259928.0,2.5,121.6
Before Sunset,R,2004,5.82,"Drama,Romance",80,8.0,226587.0,2.0,191.0
Before We Go,PG-13,2014,0.04,"Comedy,Drama,Romance",95,6.8,50007.0,3.0,-98.66666666666667
Begin Again,R,2013,16.17,"Comedy,Drama,Music",104,7.4,138655.0,8.0,102.12500000000003
Beginners,R,2010,5.79,"Comedy,Drama,Romance",105,7.2,86464.0,3.2,80.9375
Behind Enemy Lines,R,1997,22.810000000000002,"Action,Thriller",89,4.2,48903.0,40.0,-100.0
Behind Enemy Lines,PG-13,2001,59.07,"Action,Drama,Thriller",106,6.4,97342.0,40.0,47.675
Being John Malkovich,R,1999,22.86,"Comedy,Drama,Fantasy",113,7.7,302078.0,13.0,75.84615384615384
Being Julia,R,2004,7.74,"Comedy,Drama,Romance",104,7.0,11861.0,18.0,-56.99999999999999
Believe,PG,2007,22.810000000000002,Comedy,80,6.7,48903.0,3.5,-100.0
Believe,PG,2016,22.810000000000002,Drama,119,5.1,48903.0,3.5,-100.0
Bella,PG-13,2006,8.11,"Drama,Romance",91,7.2,10323.0,3.3,145.75757575757575
Belly,R,1998,9.63,"Crime,Drama",96,6.2,9060.0,3.0,221.00000000000003
Beloved,R,1998,22.85,"Drama,History,Horror",172,6.0,6958.0,53.0,-56.88679245283018
Ben-Hur,PG-13,2016,26.41,"Action,Adventure,Drama",123,5.7,40590.0,95.0,-72.2
Ben-Hur,PG-13,2016,26.41,"Action,Adventure,Drama",123,5.7,40590.0,15.0,76.06666666666668
Beowulf,R,1999,22.810000000000002,"Action,Adventure,Fantasy",95,4.1,48903.0,150.0,-100.0
Beowulf,PG-13,2007,82.16,"Animation,Action,Adventure",115,6.2,159335.0,150.0,-45.226666666666674
Bernie,PG-13,2011,9.2,"Biography,Comedy,Crime",104,6.8,56031.0,6.0,53.33333333333332
Best in Show,PG-13,2000,18.62,Comedy,90,7.4,53906.0,6.0,210.33333333333334
Better Luck Tomorrow,R,2002,3.8,"Crime,Drama,Romance",101,7.0,8933.0,0.25,1420.0
Beverly Hills Cop III,R,1994,42.61,"Action,Comedy,Crime",104,5.6,74284.0,50.0,-14.780000000000001
Bewitched,PG-13,2005,62.25,"Comedy,Fantasy,Romance",102,4.8,67713.0,80.0,-22.1875
Beyond Borders,R,2003,4.43,"Adventure,Drama,Romance",127,6.5,25886.0,60.0,-92.61666666666667
Beyond the Lights,PG-13,2014,14.62,"Drama,Music,Romance",116,6.9,14898.0,7.0,108.85714285714285
Beyond the Mat,R,1999,2.05,"Documentary,Biography,Sport",102,7.6,8002.0,0.5,309.99999999999994
Beyond the Sea,PG-13,2004,6.32,"Biography,Drama,Music",118,6.7,14309.0,24.0,-73.66666666666667
Bicentennial Man,PG,1999,58.22,"Comedy,Drama,Sci-Fi",132,6.9,107775.0,90.0,-35.31111111111111
Big Daddy,PG-13,1999,163.48,"Comedy,Drama",93,6.4,194735.0,30.0,444.9333333333333
Big Eyes,PG-13,2014,14.48,"Biography,Crime,Drama",106,7.0,83059.0,10.0,44.800000000000004
Big Fat Liar,PG,2002,47.81,"Adventure,Comedy,Family",88,5.4,34424.0,15.0,218.73333333333335
Big Fish,PG-13,2003,66.26,"Adventure,Drama,Fantasy",125,8.0,406407.0,70.0,-5.342857142857135
Big Hero 6,PG,2014,222.53,"Animation,Action,Adventure",102,7.8,398555.0,165.0,34.86666666666667
Big Miracle,PG,2012,20.11,"Biography,Drama,Family",107,6.5,18364.0,40.0,-49.725
Big Momma's House,PG-13,2000,117.56,"Action,Comedy,Crime",99,5.2,79513.0,33.0,256.24242424242425
Big Momma's House 2,PG-13,2006,70.17,"Comedy,Crime",99,4.7,39806.0,40.0,75.42500000000001
"Big Mommas: Like Father, Like Son",PG-13,2011,37.92,"Action,Comedy,Crime",107,4.4,24929.0,32.0,18.500000000000007
Big Trouble,PG-13,2002,7.26,"Comedy,Crime,Thriller",85,6.5,19497.0,45.0,-83.86666666666667
Bilal: A New Breed of Hero,PG-13,2015,0.49,"Animation,Action,Adventure",105,7.9,16930.0,30.0,-98.36666666666667
Bill & Ted's Bogus Journey,PG,1991,38.04,"Adventure,Comedy,Fantasy",93,6.3,61807.0,20.0,90.19999999999999
Bird Box,R,2018,22.810000000000002,"Drama,Horror,Sci-Fi",124,6.6,48903.0,19.8,-100.0
Birdman or (The Unexpected Virtue of Ignorance),R,2014,42.34,"Comedy,Drama",119,7.7,562541.0,18.0,135.22222222222226
Birth,R,2004,5.01,"Drama,Fantasy,Mystery",100,6.1,34137.0,20.0,-74.95
Birth of the Dragon,PG-13,2016,6.9,"Action,Biography,Drama",95,5.5,6951.0,31.0,-77.74193548387098
Birthday Girl,R,2001,4.92,"Comedy,Crime,Thriller",93,6.1,24007.0,13.0,-62.15384615384616
Bitter Harvest,R,1993,22.810000000000002,"Action,Comedy,Thriller",98,4.5,48903.0,21.0,-100.0
BlacKkKlansman,R,2018,49.28,"Biography,Crime,Drama",135,7.5,200172.0,15.0,228.53333333333333
Black Christmas,R,2006,16.24,Horror,84,4.6,24305.0,9.0,80.44444444444443
Black Hawk Down,R,2001,108.64,"Drama,History,War",144,7.7,356547.0,95.0,14.357894736842105
Black Knight,PG-13,2001,33.42,"Adventure,Comedy,Fantasy",95,4.9,37335.0,35.0,-4.51428571428571
Black Mass,R,2015,62.58,"Biography,Crime,Drama",123,6.9,163888.0,53.0,18.075471698113205
Black Nativity,PG,2013,7.02,"Drama,Family,Music",93,4.6,2013.0,17.5,-59.885714285714286
Black Panther,PG-13,2018,700.06,"Action,Adventure,Sci-Fi",134,7.3,588452.0,200.0,250.02999999999997
Black Rock,R,2012,22.810000000000002,"Horror,Thriller",83,4.7,48903.0,1.0,-100.0
Black Snake Moan,R,2006,9.4,"Drama,Music",116,6.9,60177.0,15.0,-37.33333333333333
Black Swan,R,2010,106.95,"Drama,Thriller",108,8.0,683087.0,13.0,722.6923076923077
Black and White,R,1999,22.810000000000002,"Action,Mystery,Thriller",97,5.2,48903.0,10.0,-100.0
Black or White,PG-13,2014,21.57,Drama,121,6.6,11406.0,9.0,139.66666666666669
Blackhat,R,2015,7.1,"Action,Crime,Thriller",133,5.4,50972.0,70.0,-89.85714285714286
Blade,R,1998,70.09,"Action,Horror,Sci-Fi",120,7.1,238710.0,45.0,55.75555555555556
Blade Runner 2049,R,2017,92.05,"Action,Drama,Mystery",164,8.0,435898.0,185.0,-50.24324324324324
Blade: Trinity,R,2004,52.41,"Action,Adventure,Fantasy",113,5.9,162744.0,65.0,-19.369230769230775
Blades of Glory,PG-13,2007,118.59,"Comedy,Sport",93,6.3,154756.0,61.0,94.40983606557377
Blair Witch,R,2016,20.78,"Horror,Mystery,Thriller",89,5.0,39892.0,10.0,107.80000000000001
Blast from the Past,PG-13,1999,26.49,"Comedy,Drama,Romance",112,6.6,58276.0,35.0,-24.31428571428572
Bleed for This,R,2016,4.85,"Biography,Drama,Sport",117,6.8,24210.0,16.0,-69.6875
Bleeding Hearts,R,1994,22.810000000000002,"Drama,Romance",92,5.4,48903.0,1.2,-100.0
Blended,PG-13,2014,46.29,"Comedy,Romance",117,6.5,114867.0,45.0,2.866666666666665
Bless the Child,R,2000,29.37,"Crime,Drama,Horror",107,5.1,13684.0,40.0,-26.575
Blinded by the Light,PG-13,2019,11.9,"Comedy,Drama,Music",118,6.9,17220.0,15.0,-20.666666666666664
Blockers,R,2018,60.31,Comedy,102,6.2,68230.0,21.0,187.1904761904762
Blood Diamond,R,2006,57.37,"Adventure,Drama,Thriller",143,8.0,487167.0,100.0,-42.63
Blood Done Sign My Name,PG-13,2010,0.08,Drama,128,6.6,513.0,10.0,-99.2
Blood Feast,R,2016,0.01,Horror,90,4.6,724.0,1.2,-99.16666666666667
Blood Ties,R,1991,22.810000000000002,"Horror,Thriller",84,5.3,48903.0,26.0,-100.0
Blood Ties,R,2013,0.04,"Action,Crime,Drama",127,6.5,18610.0,26.0,-99.84615384615385
Blood Work,R,2002,26.2,"Action,Crime,Drama",110,6.4,41191.0,50.0,-47.6
Blood and Chocolate,PG-13,2007,3.53,"Drama,Fantasy,Horror",98,5.5,17030.0,15.0,-76.46666666666667
Blood and Wine,R,1996,1.08,"Crime,Drama,Thriller",101,6.0,9004.0,26.0,-95.84615384615385
Blow,R,2001,52.99,"Biography,Crime,Drama",124,7.6,235342.0,30.0,76.63333333333334
Blue Car,R,2002,0.46,Drama,96,6.5,3360.0,1.0,-54.0
Blue Crush,PG-13,2002,40.39,"Drama,Romance,Sport",104,5.6,29552.0,30.0,34.63333333333333
Blue Jasmine,PG-13,2013,33.41,Drama,98,7.3,188238.0,18.0,85.6111111111111
Blue Like Jazz,PG-13,2012,0.59,"Comedy,Drama",108,5.9,2870.0,1.2,-50.83333333333333
Blue Ruin,R,2013,0.26,"Crime,Drama,Thriller",90,7.1,64240.0,0.42,-38.095238095238095
Blue Streak,PG-13,1999,68.52,"Action,Comedy,Crime",93,6.3,73195.0,36.0,90.33333333333331
Blue Valentine,R,2010,9.74,"Drama,Romance",112,7.4,179864.0,1.0,874.0
Boat Trip,R,2002,8.59,Comedy,94,4.9,29875.0,15.0,-42.733333333333334
Bobby,R,2006,11.24,"Biography,Drama,History",117,7.0,40686.0,14.0,-19.71428571428571
Bobby Jones: Stroke of Genius,PG,2004,2.69,"Biography,Drama,Romance",120,6.7,3674.0,17.0,-84.1764705882353
Body of Lies,R,2008,39.39,"Action,Drama,Thriller",128,7.1,209245.0,67.5,-41.644444444444446
Bogus,PG,1996,4.36,"Comedy,Family,Fantasy",110,5.4,6069.0,32.0,-86.375
Bohemian Rhapsody,PG-13,2018,216.43,"Biography,Drama,Music",134,8.0,429272.0,55.0,293.50909090909096
Boiler Room,R,2000,16.94,"Crime,Drama,Thriller",120,7.0,48217.0,9.0,88.22222222222223
Bolt,PG,2008,114.05,"Animation,Adventure,Comedy",96,6.8,184864.0,150.0,-23.96666666666667
Bones,R,2001,7.31,"Crime,Horror",96,4.2,6495.0,10.0,-26.900000000000002
Boogeyman,PG-13,2005,46.75,"Drama,Horror,Mystery",89,4.2,29264.0,20.0,133.75
Boogie Nights,R,1997,26.4,Drama,155,7.9,232297.0,15.0,75.99999999999999
Book Club,PG-13,2018,68.57,"Comedy,Drama,Romance",104,6.1,23969.0,10.0,585.6999999999999
Boomerang,R,1992,70.1,"Comedy,Drama,Romance",117,5.5,25204.0,42.0,66.90476190476188
Bottle Rocket,R,1996,0.56,"Comedy,Crime,Drama",91,7.0,68137.0,5.0,-88.79999999999998
Bottle Shock,PG-13,2008,4.04,"Comedy,Drama",110,6.8,14764.0,5.0,-19.2
Bounce,PG-13,2000,36.81,"Drama,Romance",106,5.7,19767.0,35.0,5.171428571428578
Bound,R,1996,3.8,"Crime,Romance,Thriller",109,7.3,49294.0,4.5,-15.555555555555559
Bowfinger,PG-13,1999,66.38,Comedy,97,6.4,65081.0,55.0,20.69090909090908
Bowling for Columbine,R,2002,21.58,"Documentary,Crime,Drama",120,7.9,138301.0,3.0,619.3333333333333
Boyhood,R,2014,25.38,Drama,165,7.9,329345.0,4.0,534.5
Boys Don't Cry,R,1999,11.53,"Biography,Crime,Drama",118,7.5,90700.0,2.0,476.49999999999994
Boys and Girls,PG-13,2000,20.63,"Comedy,Drama,Romance",94,5.4,15744.0,16.0,28.937499999999993
Boyz n the Hood,R,1991,57.5,"Crime,Drama",112,7.7,120742.0,6.5,784.6153846153845
Braid,R,2018,22.810000000000002,"Horror,Mystery,Thriller",82,5.3,48903.0,1.66,-100.0
Brave,PG,2012,237.28,"Animation,Adventure,Comedy",93,7.1,362324.0,185.0,28.259459459459464
Braveheart,R,1995,75.6,"Biography,Drama,History",178,8.3,937531.0,72.0,4.999999999999992
Breakdown,R,1997,50.13,"Crime,Drama,Mystery",93,6.9,47642.0,36.0,39.25000000000001
Breakfast of Champions,R,1999,0.18,Comedy,110,4.6,7492.0,12.0,-98.5
Breakin' All the Rules,PG-13,2004,11.83,"Comedy,Romance",85,5.7,5788.0,9.0,31.444444444444446
Breaking In,PG-13,2018,46.38,"Action,Crime,Drama",88,5.4,13239.0,6.0,673.0
Breathless,R,2012,22.810000000000002,"Comedy,Thriller",92,5.1,48903.0,7.0,-100.0
Brick,R,2005,2.06,"Action,Crime,Drama",110,7.3,99450.0,0.45,357.77777777777777
Brick Mansions,PG-13,2014,20.29,"Action,Crime,Thriller",90,5.7,39117.0,28.0,-27.535714285714292
Bride & Prejudice,PG-13,2004,6.6,"Comedy,Drama,Musical",122,6.1,19628.0,7.0,-5.71428571428572
Bride Wars,PG,2009,58.72,"Comedy,Romance",89,5.5,98465.0,30.0,95.73333333333332
Bride of Chucky,R,1998,32.38,"Comedy,Horror",89,5.4,50977.0,25.0,29.520000000000014
Bridesmaids,R,2011,169.11,"Comedy,Romance",125,6.8,261808.0,32.5,420.3384615384616
Bridge of Spies,PG-13,2015,72.31,"Drama,History,Thriller",142,7.6,279457.0,40.0,80.775
Bridge to Terabithia,PG,2007,82.27,"Drama,Family,Fantasy",96,7.1,139615.0,25.0,229.07999999999998
Bridget Jones's Diary,R,2001,71.54,"Comedy,Drama,Romance",97,6.7,218885.0,25.0,186.16000000000003
Brigham City,PG-13,2001,0.85,"Crime,Drama,Mystery",119,6.8,1295.0,1.0,-15.000000000000002
Bringing Down the House,PG-13,2003,132.72,Comedy,105,5.6,34315.0,20.0,563.6
Brokeback Mountain,R,2005,83.04,"Drama,Romance",134,7.7,315457.0,13.9,497.41007194244605
Brokedown Palace,PG-13,1999,10.11,"Drama,Mystery,Thriller",100,6.5,21262.0,25.0,-59.56
Broken Arrow,R,1996,70.77,"Action,Adventure,Thriller",108,6.0,89006.0,65.0,8.87692307692307
Broken City,R,2013,19.7,"Action,Crime,Drama",109,6.2,74649.0,35.0,-43.714285714285715
Broken Flowers,R,2005,13.74,"Comedy,Drama,Mystery",106,7.2,96501.0,10.0,37.4
Broken Horses,R,2015,0.04,"Action,Crime,Drama",101,5.7,2021.0,15.0,-99.73333333333333
Broken Vessels,R,1998,0.01,Drama,90,6.7,580.0,0.6,-98.33333333333333
Bronson,R,2008,0.1,"Action,Biography,Crime",92,7.1,116901.0,0.23,-56.52173913043478
Brooklyn,PG-13,2015,38.32,"Drama,Romance",117,7.5,126851.0,11.0,248.36363636363637
